SITE_NO,TSITE_NO,SHORT_NAME,RSQA_STUDY,STATION_NM,ECO_LAT,ECO_LONG,r50_EcoReach_km,r50_Area_km2,r50_DevelopedHigh2011,r50_DevelopedMed2011,r50_DevelopedLow2011,r50_DevelopedOpen2011,r50_BarrenLand2011,r50_DeciduousForest2011,r50_EvergreenForest2011,r50_MixedForest2011,r50_GrasslandHerb2011,r50_ShrubScrub2011,r50_CultivatedCrops2011,r50_PastureHay2011,r50_WoodyWetlands2011,r50_EmerHerbWetlands2011,r50_OpenWater2011,r50_SumAreaNLCD2011,r50_UrbanLMH2011,r50_CanopyCover2011,r50_Imperviousness2011,r50_Dev_CommServices2012,r50_Dev_IndusMilitary2012,r50_Dev_MajorTransp2012,r50_Dev_Other2012,r50_Dev_Recreation2012,r50_Dev_ResidHigh2012,r50_Dev_ResidLowMed2012,r50_SemiDev_AnthroOth2012,r50_SemiDev_UrbHigh2012,r50_SemiDev_UrbLowMed2012,r50_Prod_Crops2012,r50_Prod_GrazingPot2012,r50_Prod_Mining2012,r50_Prod_PastureHay2012,r50_LowUse2012,r50_VeryLowUse_Conserv2012,r50_Water2012,r50_Wetlands2012,r50_SumAreaNWALT2012,r50_Total_Urban,r50_Total_Ag,r50_HousDensityBLK2010,r50_PopDensityBLK2010,r50_RoadDensity2013,r50_RoadDensity2014,r50_RoadDensity2015,r50_RoadDensity2016,r50_RoadDensity2017
01359135,T01359135,NY_Patroon,NESQA,PATROON CREEK AT ALBANY NY,42.6644,-73.74599,1.553,0.157,22.67,24.42,29.07,17.44,0.00,6.40,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,154790,,31.31,43.81,20.11,6.90,51.72,0.00,0.00,2.87,0.00,,18.39,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,156600,100.00,0.00,114.299,273.015,,,,122.769,
01362200,T01362200,NY_Esopus,NESQA,ESOPUS CREEK AT ALLABEN NY,42.116743,-74.380751,2.217,0.226,0.00,0.00,3.60,6.40,0.00,44.40,7.60,8.80,0.00,0.00,0.00,2.40,24.80,2.00,0.00,224986,,56.95,1.18,0.00,0.00,7.11,0.00,0.00,0.00,1.58,,0.00,12.25,0.00,0.00,0.00,0.40,78.66,,0.00,0.00,227700,8.70,0.40,50.083,80.106,,,,412.271,
01362497,T01362497,NY_LBeaver,NESQA,LITTLE BEAVER KILL AT BEECHFORD NEAR MT TREMPER NY,42.01947,-74.26627,1.635,0.167,0.00,0.00,0.00,0.00,0.00,18.38,33.51,34.59,0.00,0.00,0.00,0.00,13.51,0.00,0.00,166490,,85.64,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,83.96,0.00,0.00,0.00,0.00,16.04,,0.00,0.00,168300,0.00,0.00,51.175,90.162,,,,,
01372040,T01372040,NY_Crum,NESQA,CRUM ELBOW CR AT HYDE PARK NY,41.79051,-73.93005,1.672,0.169,0.54,1.09,8.15,21.74,0.00,46.20,5.98,2.72,0.00,0.54,0.00,3.80,9.24,0.00,0.00,165590,,70.48,4.63,0.00,0.00,0.00,0.00,2.67,0.00,20.86,,59.36,13.37,0.00,0.00,0.00,3.21,0.53,,0.00,0.00,168300,82.89,3.21,361.249,683.374,,,,97.074,
01374559,T01374559,NY_WBCroton,NESQA,WEST BRANCH CROTON RIVER AT RICHARDSVILLE NY,41.47075,-73.76028,1.139,0.112,0.00,0.80,2.40,8.80,0.00,24.80,0.00,0.00,0.00,7.20,0.00,0.00,54.40,0.00,1.60,112493,,70.18,0.98,4.17,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,60.83,0.00,0.00,0.00,0.00,0.83,,0.83,33.33,108000,4.17,0.00,14.452,26.590,,,,466.368,
01374890,T01374890,NY_Cross,NESQA,CROSS RIVER NEAR CROSS RIVER NY,41.26031,-73.60295,1.646,0.163,0.00,0.00,0.00,1.65,0.00,41.76,13.19,0.00,0.00,11.54,0.00,10.44,21.43,0.00,0.00,163790,,72.98,0.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,2.20,0.00,0.00,0.00,10.44,70.88,,0.00,16.48,163800,0.00,10.44,1.025,2.978,,,,1.938,
01374930,T01374930,NY_Muscoot,NESQA,MUSCOOT RIVER AT BALDWIN PLACE NY,41.337031,-73.767931,1.536,0.156,0.00,0.00,0.00,9.09,0.00,12.50,0.00,0.00,0.00,0.00,0.00,0.00,78.41,0.00,0.00,158390,,81.70,0.37,0.00,0.00,5.75,0.00,0.00,0.00,1.15,,2.30,24.14,0.00,0.00,0.00,0.00,4.60,,0.00,62.07,156600,9.20,0.00,97.976,264.606,,,,31.650,
01374960,T01374960,NY_Hallocks,NESQA,HALLOCKS MILL BROOK AT YORKTOWN HEIGHTS NY,41.284278,-73.774491,1.398,0.139,0.00,1.29,1.94,74.84,0.00,18.71,3.23,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,139491,,69.64,4.16,1.30,0.00,3.90,0.00,0.00,0.00,74.03,,20.78,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,138600,100.00,0.00,146.450,394.329,,,,272.132,
01376500,T01376500,NY_SawMill,NESQA,SAW MILL RIVER AT YONKERS NY,40.93844,-73.8912,1.820,0.184,38.39,33.18,19.91,8.53,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,189888,,12.19,66.26,48.33,6.22,6.22,6.22,7.66,25.36,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,188100,100.00,0.00,2025.281,4131.963,,,,308.199,
01390500,T01390500,NJ_Saddle,NESQA,Saddle River at Ridgewood NJ,40.986483,-74.089397,1.736,0.174,0.00,0.00,5.64,60.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,34.36,0.00,0.00,175489,,67.87,3.91,0.00,0.00,0.00,0.00,0.00,0.00,63.16,,36.84,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,171000,100.00,0.00,204.287,587.352,,,,63.376,
01391000,T01391000,NJ_Hohokus,NESQA,Hohokus Brook at Ho-Ho-Kus NJ,40.99726,-74.11032,1.637,0.164,5.03,16.76,10.06,31.28,0.00,28.49,0.00,0.00,0.00,0.00,0.00,0.00,8.38,0.00,0.00,161090,,54.42,18.14,22.99,0.00,8.56,5.35,0.00,11.23,2.67,,49.20,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,168300,100.00,0.00,127.813,285.893,,,,79.455,
01414500,T01414500,NY_MillBrook,NESQA,MILL BROOK NEAR DUNRAVEN NY,42.10641,-74.73067,1.813,0.185,0.00,0.00,0.00,32.06,0.00,47.85,0.00,6.70,0.00,0.00,9.57,3.83,0.00,0.00,0.00,188088,,45.91,0.74,0.00,0.00,0.00,3.94,0.00,0.00,0.00,,0.00,0.00,1.48,0.00,0.00,1.48,93.10,,0.00,0.00,182700,3.94,2.96,3.275,2.178,,,,38.067,
01513550,T01513550,PA_Choconut,NESQA,"Choconut Creek near Choconut, PA",41.96427,-76.00114,1.683,0.170,0.00,0.00,9.57,25.53,0.00,5.32,0.00,5.85,0.00,0.00,0.00,38.83,14.89,0.00,0.00,169189,,34.81,4.48,0.00,0.00,23.32,1.04,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,49.74,25.91,,0.00,0.00,173700,24.35,49.74,10.893,24.978,,,,314.712,
01513725,T01513725,NY_Nanticoke,NESQA,NANTICOKE CREEK AT AMES ROAD NEAR MAINE NY,42.21603,-76.03896,2.082,0.209,0.00,0.00,0.00,0.00,0.00,12.50,3.88,12.93,0.00,0.00,0.00,32.33,37.50,0.86,0.00,208787,,42.32,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,32.46,67.54,,0.00,0.00,205200,0.00,32.46,16.436,41.543,,,,,
01513820,T01513820,NY_Apalachin,NESQA,APALACHIN CREEK AT APALACHIN NY,42.06287,-76.15,2.058,0.208,0.00,0.00,0.85,2.56,0.00,26.50,0.00,26.07,0.00,0.00,0.00,5.56,38.46,0.00,0.00,210587,,52.54,0.58,0.00,0.00,0.00,0.00,0.00,0.00,5.70,,23.25,62.28,0.00,0.00,0.00,7.02,1.75,,0.00,0.00,205200,28.95,7.02,111.480,288.883,,,,3.872,
01531250,T01531250,PA_NBSugar,NESQA,"NB Sugar Creek Trib near Columbia Cross Roads, PA",41.84053,-76.82696,1.362,0.135,0.00,0.00,0.00,2.61,0.00,1.31,0.00,0.00,0.00,0.00,22.88,38.56,18.30,16.34,0.00,137691,,26.16,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,23.65,6.08,0.00,36.49,33.78,,0.00,0.00,133200,0.00,66.22,6.338,16.193,,,,,
0422026250,T0422026250,NY_Northrup,NESQA,NORTHRUP CREEK AT NORTH GREECE NY,43.25527,-77.74184,1.421,0.145,0.00,2.52,3.14,12.58,0.00,21.38,0.00,4.40,0.00,0.00,22.01,23.90,10.06,0.00,0.00,143091,,57.41,2.04,0.00,0.00,0.00,0.00,3.09,0.00,11.73,,0.00,38.27,19.75,0.00,0.00,22.22,4.94,,0.00,0.00,145800,14.81,41.98,53.479,126.818,,,,426.961,
04229700,T04229700,NY_Spring,NESQA,SPRING BROOK AT MORAN CORNER NY,42.95999,-77.61955,1.769,0.178,0.00,0.00,0.98,6.86,0.00,45.10,0.00,30.88,0.00,9.80,1.96,4.41,0.00,0.00,0.00,183588,,60.97,0.22,0.00,0.00,0.00,0.00,0.00,0.00,0.52,,0.00,70.10,3.61,0.00,0.00,4.12,21.65,,0.00,0.00,174600,0.52,7.73,7.002,13.936,,,,142.095,
04232050,T04232050,NY_Allen,NESQA,ALLEN CREEK NEAR ROCHESTER NY,43.13152,-77.51748,1.902,0.191,0.94,10.38,7.55,31.13,0.00,17.45,0.00,22.17,0.00,0.47,0.00,0.00,9.91,0.00,0.00,190788,,60.51,11.88,6.05,0.00,18.14,6.51,0.00,0.00,20.93,,48.37,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,193500,100.00,0.00,291.036,655.664,,,,722.131,
04233300,T04233300,NY_Sixmile,NESQA,SIXMILE CREEK AT BETHEL GROVE NY,42.402866,-76.43593,2.000,0.202,0.00,0.00,0.44,5.31,0.00,24.78,3.10,7.08,0.00,10.62,0.00,11.50,34.07,3.10,0.00,203387,,45.47,0.44,0.00,0.00,0.00,0.00,0.00,0.00,2.16,,0.00,46.55,0.00,0.00,0.00,17.67,33.62,,0.00,0.00,208800,2.16,17.67,40.004,80.924,,,,17.408,
04240105,T04240105,NY_Harbor,NESQA,"HARBOR BROOK AT HIAWATHA BOULEVARD, SYRACUSE NY",43.05688,-76.18631,1.502,0.153,14.53,33.72,25.58,26.16,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,154790,,14.78,47.42,38.60,2.92,22.81,0.00,9.36,26.32,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,153900,100.00,0.00,716.913,1236.943,,,,125.294,
04240253,T04240253,NY_Geddes,NESQA,GEDDES BROOK AT FAIRMOUNT NY,43.05888,-76.23353,1.338,0.136,1.33,12.67,49.33,31.33,0.00,0.00,0.00,0.00,0.00,4.67,0.00,0.00,0.67,0.00,0.00,134991,,14.53,32.33,16.33,0.00,29.93,0.00,0.00,47.62,1.36,,4.76,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,132300,100.00,0.00,367.789,773.841,,,,237.976,
04245840,T04245840,NY_Scriba,NESQA,SCRIBA CREEK NEAR CONSTANTIA NY,43.25975,-76.00255,2.013,0.179,0.00,0.00,0.00,0.00,0.00,10.34,9.36,0.49,0.00,20.20,0.99,0.00,58.62,0.00,0.00,182688,,73.72,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,3.55,0.00,0.00,0.00,0.00,70.05,,0.00,26.40,177300,0.00,0.00,32.094,77.158,,,,,
405242073521001,T405242073521001,NY_Bronx,NESQA,BRONX RIVER AT WOODLAWN CEMETERY AT BRONX NY,40.87833,-73.86889,2.140,0.217,0.42,10.13,38.82,50.63,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,213287,,49.06,24.81,4.58,12.92,82.08,0.00,0.00,0.42,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,216000,100.00,0.00,4.646,50.515,,,,151.853,
405409073485501,T405409073485501,NY_Hutchinson,NESQA,HUTCHINSON RIVER AT COLONIAL AVE AT PELHAM NY,40.90266,-73.81529,1.269,0.129,0.00,25.87,37.76,32.87,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.50,128692,,34.70,31.58,25.00,0.00,40.00,0.00,10.00,21.43,0.00,,2.14,0.00,0.00,0.00,0.00,0.00,0.00,,1.43,0.00,126000,98.57,0.00,906.594,2417.071,,,,324.529,
405708073440301,T405708073440301,NY_Mamaroneck,NESQA,MAMARONECK RIVER AT WARD AVE AT MAMARONECK NY,40.951655,-73.734054,1.770,0.180,11.00,24.00,36.00,29.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,179989,,23.85,38.77,29.74,1.54,35.38,2.05,0.00,31.28,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,175500,100.00,0.00,1059.115,2671.526,,,,271.472,
411844074085601,T411844074085601,NY_Ramapo,NESQA,RAMAPO RIVER AT RIVER ROAD AT HARRIMAN NY,41.31215,-74.14881,1.425,0.143,0.00,2.56,5.77,35.26,0.00,2.56,0.00,0.00,0.00,0.00,0.00,0.00,53.85,0.00,0.00,140391,,62.07,5.32,34.78,0.00,0.00,2.48,1.86,12.42,4.97,,27.95,14.29,0.00,0.00,0.00,0.00,1.24,,0.00,0.00,144900,84.47,0.00,100.770,303.331,,,,67.917,
411959073522901,T411959073522901,NY_Peekskill,NESQA,PEEKSKILL HOLLOW CREEK AT LAKE PEEKSKILL NY,41.33335,-73.87707,2.021,0.204,3.49,5.24,7.86,28.82,0.00,53.71,0.00,0.00,0.00,0.00,0.00,0.87,0.00,0.00,0.00,206087,,61.14,9.86,9.09,0.00,0.00,0.87,0.00,0.00,28.57,,0.87,59.74,0.00,0.00,0.00,0.87,0.00,,0.00,0.00,207900,39.39,0.87,184.641,441.670,,,,292.571,
412715074030101,T412715074030101,NY_Silver,NESQA,SILVER STREAM AT VAILS GATE NY,41.45404,-74.05013,1.235,0.124,16.67,33.33,15.91,18.94,0.00,10.61,0.00,0.00,0.00,0.00,0.00,0.00,4.55,0.00,0.00,118793,,31.06,41.65,33.09,6.47,5.04,0.00,4.32,33.09,2.88,,15.11,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,125100,100.00,0.00,952.658,1449.345,,,,350.836,
413020074022001,T413020074022001,NY_Gidneytown,NESQA,GIDNEYTOWN CREEK AT RT 52 AT NEWBURGH NY,41.505684,-74.038936,1.396,0.142,7.50,20.00,20.00,30.63,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,21.88,0.00,0.00,143991,,43.73,28.16,31.17,10.39,18.83,0.00,0.00,11.69,13.64,,14.29,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,138600,100.00,0.00,428.019,1130.293,,,,216.821,
413453076041101,T413453076041101,PA_LMehoopany,NESQA,LITTLE MEHOOPANY CREEK AT NORTH MEHOOPANY PA,41.58158,-76.06858,1.446,0.147,0.00,0.00,0.00,12.27,0.00,15.34,6.75,18.40,0.00,0.00,39.26,7.98,0.00,0.00,0.00,146691,,49.12,0.58,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,29.70,1.82,0.00,6.06,62.42,,0.00,0.00,148500,0.00,37.58,5.237,12.159,,,,25.991,
413735076162701,T413735076162701,PA_SugarRun,NESQA,SUGAR RUN NEAR WILMOT PA,41.6265,-76.27448,1.939,0.197,0.00,0.00,0.46,1.37,0.00,11.42,63.47,21.00,0.00,0.00,0.00,0.46,1.83,0.00,0.00,197088,,75.74,0.42,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,2.25,97.75,,0.00,0.00,199800,0.00,2.25,12.773,29.224,,,,21.286,
413758073552401,T413758073552401,NY_Casper,NESQA,CASPER CR AT BRIDGEWATER RD NR WAPPINGERS FALLS NY,41.63315,-73.9255,1.439,0.143,1.92,16.03,8.97,17.31,0.00,35.26,8.33,10.26,0.00,0.64,0.00,1.28,0.00,0.00,0.00,140391,,50.86,17.44,2.45,0.00,12.88,0.00,0.00,0.00,29.45,,55.21,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,146700,100.00,0.00,244.114,543.216,,,,525.151,
414904073575201,T414904073575201,NY_BlackEsopus,NESQA,BLACK CREEK ABOVE RT 9W BRIDGE AT ESOPUS NY,41.82022,-73.96297,1.941,0.195,0.00,0.00,1.40,13.08,0.00,62.15,22.90,0.00,0.00,0.47,0.00,0.00,0.00,0.00,0.00,192588,,78.37,1.05,0.00,0.00,11.74,0.47,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,87.79,,0.00,0.00,191700,12.21,0.00,30.676,40.604,,,,93.164,
415929076544401,T415929076544401,PA_Hammond,NESQA,HAMMOND CREEK NEAR WELLS PA,41.99691,-76.9073,1.876,0.191,0.00,0.47,1.40,4.67,0.00,11.21,0.00,13.08,0.00,0.00,0.00,59.35,5.14,4.67,0.00,192588,,32.28,1.22,0.00,0.00,0.00,3.40,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,55.83,40.78,,0.00,0.00,185400,3.40,55.83,7.267,13.712,,,,25.475,
420103076540701,T420103076540701,NY_Mudlick,NESQA,MUDLICK CREEK AT SEELEY CREEK NY,42.01775,-76.90242,1.778,0.182,0.00,0.48,0.97,9.66,0.00,55.07,0.00,22.22,0.00,0.00,0.97,1.45,9.18,0.00,0.00,186288,,55.85,1.28,0.00,0.00,0.00,2.01,0.00,0.00,0.00,,0.00,0.00,0.50,0.00,0.00,4.52,92.96,,0.00,0.00,179100,2.01,5.03,2.746,6.537,,,,69.934,
420722075565001,T420722075565001,NY_LittleChoco,NESQA,LITTLE CHOCONUT CR AT ST JOHN'S CH AT JOHNSON CITY,42.12288,-75.9472,1.515,0.154,0.00,11.56,18.50,36.42,0.00,15.61,5.78,12.14,0.00,0.00,0.00,0.00,0.00,0.00,0.00,155690,,49.10,15.33,22.54,2.31,0.00,0.00,9.25,7.51,27.75,,30.64,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,155700,100.00,0.00,239.606,594.588,,,,73.311,
422223074400201,T422223074400201,NY_WBDelaware,NESQA,"WEST BR DELAWARE R AT CORNELL AVE BRIDGE, HOBART",42.37331,-74.6664,1.614,0.164,0.00,0.00,0.00,1.67,0.00,17.78,0.00,0.00,0.00,0.00,0.56,32.78,28.33,18.89,0.00,161990,,37.06,0.05,0.00,0.00,3.76,0.00,0.00,0.00,0.00,,0.00,16.67,0.00,10.75,0.00,32.26,36.56,,0.00,0.00,167400,3.76,43.01,46.527,105.412,,,,,
422644076300001,T422644076300001,NY_Cascadilla,NESQA,CASCADILLA CREEK AT ITHACA NY,42.44636,-76.50069,1.533,0.154,4.05,36.42,24.28,35.26,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,155690,,36.51,36.31,26.59,0.00,4.05,2.31,2.31,64.74,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,155700,100.00,0.00,1508.857,3954.541,,,,110.500,
423533076062101,T423533076062101,NY_Trout,NESQA,TROUT BROOK AT CORTLANDVILLE NY,42.59241,-76.10669,1.968,0.201,2.20,9.25,16.30,25.55,0.00,34.80,0.00,3.52,0.00,0.00,0.00,5.73,2.64,0.00,0.00,204287,,29.08,14.18,11.71,0.00,8.11,0.00,0.00,0.00,27.48,,0.00,45.05,0.00,0.00,0.00,7.21,0.45,,0.00,0.00,199800,47.30,7.21,254.099,630.083,,,,242.817,
423613073422001,T423613073422001,NY_MillGreen,NESQA,MILL CREEK AT EAST GREENBUSH NY,42.60378,-73.70579,1.421,0.133,0.00,0.00,0.67,4.70,0.00,42.28,0.00,0.00,0.00,0.00,0.00,0.00,52.35,0.00,0.00,134092,,73.56,0.62,0.00,0.00,0.00,0.00,0.00,4.64,0.00,,95.36,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,135900,100.00,0.00,208.971,357.524,,,,,
424059073322501,T424059073322501,NY_Poesten,NESQA,POESTEN KILL AT BLUE FACTORY RD AT BARBERFILLE NY,42.68321,-73.54032,1.968,0.200,0.00,1.36,7.69,16.29,0.00,27.60,28.05,4.52,0.00,4.52,0.00,3.17,6.79,0.00,0.00,198887,,62.60,5.02,0.00,0.00,0.00,14.16,0.00,0.00,4.57,,0.00,15.53,0.00,0.00,0.00,5.02,60.73,,0.00,0.00,197100,18.72,5.02,34.896,76.922,,,,104.726,
424143073382901,T424143073382901,NY_Wynants,NESQA,WYNANTS KILL AT RUSSELL AVE AT WYNANTSKILL NY,42.69547,-73.6413,1.875,0.191,7.98,10.33,10.80,21.13,9.39,6.57,0.00,0.00,1.88,7.04,0.00,17.37,7.51,0.00,0.00,191688,,40.00,16.81,15.17,0.00,0.00,0.00,0.00,0.00,47.39,,7.11,8.53,0.00,0.00,7.11,12.80,1.90,,0.00,0.00,189900,69.67,12.80,302.667,660.032,,,,214.274,
424633075300701,T424633075300701,NY_Sangerfield,NESQA,SANGERFIELD RIVER AT POOLVILLE NY,42.77598,-75.50246,2.137,0.216,0.00,0.00,0.41,0.83,0.00,19.09,6.64,0.00,0.00,32.37,3.73,19.09,17.84,0.00,0.00,216886,,50.24,0.39,0.00,0.00,0.00,3.83,0.00,0.00,0.00,,0.00,0.00,0.85,0.00,0.00,17.45,77.87,,0.00,0.00,211500,3.83,18.30,39.385,31.345,,,,141.134,
424643073472901,T424643073472901,NY_Shakers,NESQA,SHAKER'S CREEK AT RIVER ROAD NEAR LATHAM NY,42.7785,-73.79162,1.477,0.149,0.00,0.61,1.22,1.83,0.00,64.63,0.61,6.71,0.00,0.00,0.00,0.00,24.39,0.00,0.00,147591,,76.17,0.36,0.00,0.00,0.00,0.00,0.00,0.00,5.49,,75.00,14.63,0.00,0.00,0.00,4.88,0.00,,0.00,0.00,147600,80.49,4.88,164.813,423.242,,,,20.546,
425358073462301,T425358073462301,NY_Dwaas,NESQA,DWAAS KILL SOUTH OF USHERS NY,42.90023,-73.77478,1.661,0.167,0.00,2.23,8.94,15.08,0.00,18.44,0.00,9.50,0.00,0.00,0.00,2.23,43.58,0.00,0.00,161090,,64.41,5.16,2.69,0.00,9.68,2.15,0.00,0.00,0.54,,0.00,17.74,0.00,0.00,0.00,1.61,65.59,,0.00,0.00,167400,15.05,1.61,5.561,10.893,,,,817.036,
425540074384801,T425540074384801,NY_Otsquago,NESQA,OTSQUAGO CREEK NEAR FORT PLAIN NY,42.92904,-74.64524,2.191,0.222,0.00,0.00,6.10,16.26,0.00,4.47,2.85,4.88,1.22,36.59,8.94,0.00,10.16,6.10,2.44,221386,,30.80,2.66,1.61,0.00,0.00,3.23,0.00,0.00,1.61,,0.00,0.00,2.42,2.02,0.00,1.61,83.47,,4.03,0.00,223200,6.45,6.05,20.236,43.332,,,,111.123,
430056078044801,T430056078044801,NY_BlackMorgan,NESQA,BLACK CREEK AT MORGANVILLE NY,43.01682,-78.08116,1.753,0.178,0.00,0.00,0.51,3.06,0.00,5.61,0.00,1.53,0.00,5.61,21.94,27.55,27.55,6.63,0.00,176389,,54.86,0.24,0.00,0.00,0.00,0.51,0.00,0.00,0.00,,0.00,0.00,19.90,0.00,0.00,31.63,47.96,,0.00,0.00,176400,0.51,51.53,12.657,27.018,,,,,
430524076084201,T430524076084201,NY_LeyCreek,NESQA,LEY CR AT LEMOYNE AND FACTORY AT MATTYDALE NY,43.09012,-76.1449,1.791,0.183,3.03,26.26,30.81,18.18,0.00,0.00,0.00,0.00,0.00,0.00,1.01,0.00,20.71,0.00,0.00,178189,,29.04,30.36,42.31,12.02,25.00,0.00,0.00,0.00,0.00,,16.35,0.00,3.37,0.00,0.00,0.00,0.96,,0.00,0.00,187200,95.67,3.37,31.934,48.891,,,,257.216,
430557075181801,T430557075181801,NY_MudCreek,NESQA,MUD CREEK AT NEW YORK MILLS NY,43.09936,-75.30469,1.464,0.147,3.64,14.55,15.76,16.97,0.00,26.06,0.00,0.61,0.00,7.88,0.00,0.00,14.55,0.00,0.00,148491,,38.71,17.68,22.75,0.00,14.97,4.79,0.60,4.79,0.60,,45.51,0.00,0.00,0.00,0.00,0.00,5.99,,0.00,0.00,150300,94.01,0.00,105.701,216.355,,,,100.682,
430629077274701,T430629077274701,NY_Thomas,NESQA,THOMAS CREEK AT EAST ROCHESTER NY,43.10836,-77.46349,1.884,0.191,4.15,18.89,23.96,17.51,0.00,3.69,1.84,0.00,0.00,0.00,0.00,0.00,29.95,0.00,0.00,195288,,46.93,22.86,23.36,13.55,7.94,1.87,0.93,0.00,1.40,,50.93,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,192600,100.00,0.00,22.499,41.305,,,,9.279,
431542077382401,T431542077382401,NY_Slater,NESQA,SLATER CR AT HOJACK INDUSTRIAL PK AT MOUNT READ NY,43.2617,-77.64024,1.028,0.107,0.00,2.50,15.83,6.67,0.00,60.00,0.00,11.67,0.00,0.00,0.00,0.00,3.33,0.00,0.00,107993,,58.73,9.25,7.76,0.00,7.76,0.00,3.45,0.00,7.76,,73.28,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,104400,100.00,0.00,122.076,266.312,,,,731.081,
12024000,T12024000,WA_SFNewaukum,PNSQA,"SOUTH FORK NEWAUKUM RIVER NEAR ONALASKA, WA",46.579383,-122.674567,2.023,0.204,0.00,0.00,0.00,2.69,0.00,27.35,0.90,26.91,4.48,26.46,0.00,5.83,5.38,0.00,0.00,,,56.04,0.16,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,12.11,87.89,,,0.00,200700,0.00,12.11,23.055,50.283,,,0.937,,
12068500,T12068500,WA_Dewatto,PNSQA,"DEWATTO RIVER NEAR DEWATTO, WA",47.473100,-123.018650,1.683,0.171,0.00,0.00,3.17,4.76,0.00,23.81,24.34,13.76,5.82,24.34,0.00,0.00,0.00,0.00,0.00,,,64.23,1.65,0.00,0.00,0.00,0.53,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,99.47,,,0.00,170100,0.53,0.00,1.493,1.767,,,1.056,,
12069550,T12069550,WA_BigBeef,PNSQA,"BIG BEEF CREEK NEAR SEABECK, WA",47.639017,-122.787300,1.531,0.155,0.00,0.00,0.00,4.57,0.00,65.71,8.00,18.86,0.00,0.00,0.00,0.00,2.86,0.00,0.00,,,78.08,0.17,0.00,0.00,0.00,0.00,0.00,0.00,1.71,,0.00,89.14,0.00,0.00,0.00,0.00,9.14,,,0.00,157500,1.71,0.00,38.004,90.611,,,,,
12070000,T12070000,WA_Dogfish,PNSQA,"DOGFISH CREEK NEAR POULSBO, WA",47.754267,-122.639300,1.185,0.123,0.74,6.67,16.30,30.37,0.00,0.00,7.41,4.44,7.41,2.22,0.00,0.00,9.63,14.81,0.00,,,40.47,12.70,5.93,0.00,0.00,2.96,0.00,0.00,28.89,,0.00,47.41,0.00,0.00,0.00,0.00,10.37,,,4.44,121500,37.78,0.00,29.450,71.340,,,5.808,,
