SITE_NO,TSITE_NO,SHORT_NAME,RSQA_STUDY,STATION_NM,LB_BasinGIS_km2,LB_DevelopedHigh2011,LB_DevelopedMed2011,LB_DevelopedLow2011,LB_DevelopedOpen2011,LB_BarrenLand2011,LB_DeciduousForest2011,LB_EvergreenForest2011,LB_MixedForest2011,LB_GrasslandHerb2011,LB_ShrubScrub2011,LB_CultivatedCrops2011,LB_PastureHay2011,LB_WoodyWetlands2011,LB_EmerHerbWetlands2011,LB_OpenWater2011,LB_SumAreaNLCD2011,LB_Canopy2011,LB_Imperviousness2001,LB_Imperviousness2006,LB_Imperviousness2011,LB_Dev_CommServices2012,LB_Dev_IndusMilitary2012,LB_Dev_MajorTransp2012,LB_Dev_Other2012,LB_Dev_Recreation2012,LB_Dev_ResidHigh2012,LB_Dev_ResidLowMed2012,LB_SemiDev_AnthroOth2012,LB_SemiDev_UrbHigh2012,LB_SemiDev_UrbLowMed2012,LB_Prod_Crops2012,LB_Prod_GrazingPot2012,LB_Prod_Mining2012,LB_Prod_PastureHay2012,LB_LowUse2012,LB_VeryLowUse_Conserv2012,LB_Water2012,LB_Wetlands2012,LB_SumAreaNWALT2012,LB_Dense_Urban,LB_Total_Urban,LB_CSQA_Total_Urban,LB_Extended_Urban,LB_Crops,LB_Total_Ag,LB_Total_Developed,LB_Total_Low_Use,LB_LU_cat_calc,LB_LU_cat,LB_Major_LU,LB_GolfCourseArea,LB_UrbanAge_mean,LB_UrbanAge_PCT_1940,LB_UrbanAge_PCT_1950,LB_UrbanAge_PCT_1960,LB_UrbanAge_PCT_1970,LB_UrbanAge_PCT_1980,LB_UrbanAge_PCT_1990,LB_UrbanAge_PCT_2000,LB_UrbanAge_PCT_2010,LB_UrbanAge_PCT_NonUrban,LB_UrbanAge_SUM_AREA,LB_DamDensity2016,LB_DamMajDensity2016,LB_DamNIDstorage2016,LB_DamNORMALstorage2016,LB_DamNumMajDams2016,LB_NumDams2016,LB_BaseFlowIndex,LB_DunneOverlandFlow,LB_HortonOverlandFlow,LB_IndexSubsFlowContact,LB_TopogWetnessIndex,LB_Runoff2016,LB_Runoff2017,LB_Stream_Ephemeral,LB_Stream_Intermittent,LB_Stream_Perennial,LB_Stream_StreamRiver,LB_StreamDensity,LB_N_AtmosphDepos2016,LB_N_AtmosphDepos2017,LB_N_FertFarm2012,LB_N_FertNonFarm2012,LB_N_Manure2012,LB_N_NPDES_2012,LB_NumFacilities2012,LB_NumMajorFacilities2012,LB_P_FertFarm2012,LB_P_FertNonFarm2012,LB_P_Manure2012,LB_P_NPDES_2012,LB_Total_N,LB_Total_P,LB_AdjHouseIncome_mean,LB_HousingDensity2000,LB_HousingDensity2010,LB_PopDensity1990,LB_PopDensity2000,LB_PopDensity2010,LB_RoadDensity2016,LB_RoadDensity2017,LB_DepthToWaterTable,LB_AvailWaterCapacity,LB_BulkDensity,LB_KfactorUpperHorizon,LB_OrganicMatter,LB_Permeability,LB_SandContent,LB_SiltContent,LB_ClayContent,LB_RainfallErosivity,LB_SoilLoss_Afactor,LB_SoilThickness,LB_SRL25Agland,LB_Elev_MeanWatershed,LB_Slope,LB_TRI_NumOfChems2010,LB_TRI_NumOfFacil,LB_TRI_NumOfSuperFund,LB_TRI_SumLbs2010
01103280,T01103280,MA_Charles,NESQA,"CHARLES RIVER AT MEDWAY, MA",29.676,1.03,12.64,18.38,18.18,0.10,21.65,3.64,1.80,0.35,1.79,0.30,4.07,14.42,1.40,0.23,29683728.91,55.16,15.10,16.17,16.46,3.64,0.80,1.54,0.61,0.80,0.00,42.71,0.00,35.92,5.85,0.30,0.02,0.00,4.12,0.89,0.00,0.23,2.57,29678400,5.98,86.01,50.10,91.86,0.30,4.45,96.31,3.69,Urban_high,Urban_high,Urban,,1956,24.26,1.01,16.35,51.31,0.00,4.24,0.00,0.00,2.83,29720000,,0.000,11.223,7.981,0.000,3.000,57.695,3.000,0.000,77.324,10.010,327.600,,,0.33,0.38,0.00,1.534,2.575,,7572.616,23104.129,5140.779,,,,674.180,1740.324,983.853,,1464.494,114.517,94.014,169.797,177.856,374.810,515.024,521.865,6.326,,3.348,0.111,1.406,0.197,1.425,5.914,56.64,38.52,4.84,1446.224,15.336,55.091,0.313,70.362,3.971,,,,
01105000,T01105000,MA_Neponset,NESQA,"NEPONSET RIVER AT NORWOOD, MA",29.035,3.76,20.26,22.71,18.16,0.06,13.79,3.85,1.01,0.30,0.23,0.05,2.49,7.89,0.70,4.74,29020470.72,46.52,23.07,24.68,25.44,7.89,0.97,2.19,0.37,2.70,11.40,39.20,0.00,23.44,1.40,0.00,0.07,0.00,2.53,0.95,0.00,4.70,2.18,29030400,11.05,88.16,64.72,89.56,0.00,2.60,92.16,7.84,Urban_high,Urban_high,Urban,0.164,1947,65.19,5.94,2.24,0.21,0.00,20.79,0.00,0.00,5.63,28960000,,0.000,132.007,89.541,0.000,5.000,57.071,3.000,0.000,98.274,10.232,327.600,,,0.20,0.54,0.00,1.279,2.415,,4309.918,28070.171,2925.850,0.000,1,,383.707,2114.393,559.955,0.000,1457.481,105.324,81.565,313.863,337.298,740.884,801.966,849.543,10.423,,3.491,0.112,1.386,0.211,1.225,6.951,58.00,37.52,4.48,1396.599,21.239,52.929,8.243,53.513,4.303,8,6,,58.441
01105583,T01105583,MA_Monatiquot,NESQA,"MONATIQUOT RIVER AT EAST BRAINTREE, MA",16.984,10.68,34.73,19.89,14.61,0.37,6.70,0.45,0.10,0.89,0.23,0.31,0.18,6.75,1.29,2.82,16981029.61,33.81,38.11,39.61,40.18,14.19,3.84,5.81,0.49,9.44,15.61,29.69,0.00,13.51,0.00,0.28,0.00,0.21,0.19,0.02,0.00,3.03,3.69,16974000,23.84,92.58,79.07,92.58,0.28,0.47,93.04,6.74,Urban_high,Urban_high,Urban,0.659,1940,70.30,11.14,0.00,5.69,3.68,0.00,0.00,0.00,9.19,16870000,,0.000,51.687,20.190,0.000,3.000,53.278,3.484,0.000,180.370,10.757,327.669,,,0.15,0.44,0.00,1.072,2.399,,457.830,18534.003,310.805,,,,40.760,1396.078,59.482,,1376.404,88.100,64.311,380.350,425.802,1023.338,1002.724,1084.456,11.159,,3.340,0.116,1.399,0.227,1.086,6.316,55.15,40.10,4.75,1451.769,33.793,49.167,4.330,33.926,4.064,0,5,,0.000
01105600,T01105600,MA_OldSwamp,NESQA,"OLD SWAMP RIVER NEAR SOUTH WEYMOUTH, MA",10.939,6.63,25.40,19.69,14.38,0.46,12.72,4.45,0.70,0.59,0.25,0.00,0.00,14.61,0.12,0.00,10940610.37,49.41,26.77,29.50,30.22,9.35,12.51,3.79,0.56,0.43,21.11,18.14,0.00,29.77,0.00,0.00,0.00,0.00,0.00,0.03,0.00,0.00,4.31,10933200,25.65,95.65,65.89,95.65,0.00,0.00,95.65,4.35,Urban_high,Urban_high,Urban,,1940,58.88,5.86,18.77,0.00,0.00,0.00,0.00,0.00,16.48,10920000,,,,,,,52.725,3.880,0.000,147.523,10.840,440.050,,,0.09,0.73,0.00,1.163,2.302,,0.000,9479.986,0.000,,,,0.000,714.083,0.000,,1096.790,65.278,59.951,346.928,325.634,785.513,789.427,732.244,15.155,,3.310,0.113,1.412,0.197,1.432,5.463,55.48,39.47,5.05,1455.973,11.924,54.538,2.657,41.952,3.424,3,4,1,5.000
01109000,T01109000,MA_Wading,NESQA,"WADING RIVER NEAR NORTON, MA",21.940,0.93,4.30,8.13,8.25,1.35,26.44,6.20,7.11,0.32,1.18,0.44,3.31,29.75,0.72,1.56,21952316.25,65.73,5.60,6.21,6.90,1.89,0.71,1.74,0.15,0.69,0.00,15.38,0.00,11.64,50.02,0.41,0.02,1.17,3.48,3.89,0.00,1.58,7.26,21931200,4.33,32.19,20.55,82.21,0.41,3.91,86.11,12.72,Urban_med,Urban_med,Urban,0.104,1978,8.70,0.00,11.95,20.05,4.53,22.70,0.00,28.51,3.57,21850000,,0.000,49.644,33.789,0.000,2.000,54.929,4.000,1.719,451.113,10.977,422.800,,,0.10,0.56,0.00,1.030,2.372,,7467.869,5528.035,3176.292,11.356,1,1,664.859,416.400,720.653,1.530,974.365,82.130,70.208,68.179,81.096,143.933,190.648,219.754,4.078,,3.317,0.146,1.202,0.211,1.542,8.237,63.04,33.10,3.87,1468.826,1.964,56.753,0.218,31.981,1.582,1,4,1,3032.480
01109070,T01109070,MA_Segreganset,NESQA,"SEGREGANSET RIVER NEAR DIGHTON, MA",17.357,2.05,2.68,4.64,5.90,0.03,43.54,2.94,4.00,0.19,0.79,0.53,5.41,27.04,0.25,0.00,17364405.45,69.76,4.88,5.48,5.57,2.37,0.02,1.37,0.08,0.50,0.00,8.04,0.00,3.05,73.76,0.52,0.17,0.00,5.30,1.79,0.00,0.00,3.03,17330400,3.76,15.43,12.38,89.20,0.52,5.98,95.18,4.82,Urban_low,Urban_low,Urban,0.087,1974,14.38,0.00,3.93,0.00,3.64,0.00,1.73,19.86,56.47,17320000,,0.000,2.720,0.632,0.000,1.000,52.987,3.817,1.654,188.617,10.362,422.800,,,0.20,0.65,0.00,1.597,2.355,,9158.094,2793.159,3895.192,0.000,1,,815.338,210.395,883.760,0.000,1148.498,110.012,73.475,31.880,39.698,73.011,91.767,112.543,4.458,,2.427,0.147,1.365,0.208,0.790,2.112,45.67,47.88,6.45,1484.857,4.605,54.844,12.300,30.600,2.788,,,,
01112262,T01112262,MA_MillSummer,NESQA,"MILL RIVER AT SUMMER STREET NEAR BLACKSTONE, MA",20.810,0.15,1.61,3.68,4.05,3.84,49.70,3.63,6.22,0.17,2.97,0.23,8.22,14.82,0.52,0.19,20800388.86,68.74,2.56,2.60,2.72,0.10,0.02,0.00,0.07,0.02,0.00,8.33,0.00,3.28,57.10,0.24,0.31,3.56,8.34,16.52,0.00,0.21,1.90,20836800,0.12,11.82,8.53,68.92,0.24,8.90,77.82,18.62,Urban_low,Urban_low,Urban,,1969,0.00,0.00,28.11,0.00,2.45,0.00,1.73,9.08,58.63,20810000,,,,,,,55.445,3.000,0.000,61.545,9.709,397.855,,,0.48,0.46,0.00,1.605,2.699,,4056.635,1808.578,4392.859,,,,361.159,136.233,1077.083,,762.874,75.660,82.223,34.654,40.784,79.484,109.367,122.208,2.769,,3.571,0.111,1.383,0.199,1.321,6.900,58.69,36.77,4.54,1389.828,21.329,54.836,0.000,87.710,5.467,,,,
01114000,T01114000,RI_Moshassuck,NESQA,"MOSHASSUCK RIVER AT PROVIDENCE, RI",20.392,38.30,43.24,11.60,3.97,0.00,1.72,0.00,0.08,0.19,0.00,0.00,0.00,0.61,0.15,0.13,20390914.67,14.45,67.31,67.80,68.18,15.75,7.08,9.91,0.37,7.47,54.10,2.31,0.00,2.63,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.16,0.21,20383200,32.74,99.63,97.00,99.63,0.00,0.00,99.63,0.37,Urban_high,Urban_high,Urban,0.046,1935,87.34,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12.66,20380000,,0.000,14.154,12.037,0.000,4.000,55.119,3.196,0.000,70.856,9.836,422.800,,,0.00,0.90,0.00,0.857,2.592,,0.000,22951.297,0.000,1040.374,7,,0.000,1802.198,0.000,550.670,1384.686,88.377,39.683,1260.771,1344.566,2881.827,2988.186,3053.413,22.621,,3.075,0.101,1.393,0.237,2.376,8.657,54.43,40.97,4.59,1478.183,33.989,42.739,0.000,30.408,4.936,32,33,,12383.563
01114500,T01114500,RI_Woonasqua,NESQA,"WOONASQUATUCKET RIVER AT CENTERDALE, RI",21.810,4.75,19.22,14.83,12.36,0.02,33.37,1.69,0.90,1.68,0.96,0.09,0.73,6.31,1.06,2.04,21810125.22,53.40,20.88,22.34,22.89,6.75,1.37,5.22,0.68,0.94,5.91,29.76,0.00,14.33,24.44,0.12,0.03,0.00,0.78,6.21,0.00,2.05,1.42,21801600,13.34,64.96,50.63,89.40,0.12,0.92,90.32,9.68,Urban_med,Urban_med,Urban,,1950,58.51,7.43,0.00,0.00,8.44,14.23,3.17,0.92,7.30,21790000,,0.000,127.137,86.304,0.000,4.000,55.898,3.000,0.000,68.523,9.720,422.800,,,0.00,0.62,0.00,1.358,2.765,,718.840,19376.576,695.735,23211.891,1,1,81.611,1521.501,196.561,976.492,1229.795,82.516,60.502,214.279,247.457,490.305,510.456,551.509,8.370,,4.027,0.117,1.424,0.217,2.133,5.822,49.32,45.17,5.51,1463.747,43.105,47.526,2.497,83.233,7.284,2,7,,501.180
01115110,T01115110,RI_Hunting,NESQA,"HUNTINGHOUSE BK AT ELMDALE RD AT N SCITUATE, RI",13.160,0.00,0.14,0.87,3.75,0.00,79.20,0.69,0.55,0.00,1.91,0.00,2.02,10.84,0.03,0.00,13164370.19,79.49,0.61,0.61,0.61,0.00,0.00,0.00,0.03,0.00,0.00,2.52,0.00,0.00,91.16,0.00,0.19,0.00,2.03,3.72,0.00,0.00,0.36,13154400,0.00,2.55,2.55,93.71,0.00,2.22,95.92,4.08,Urban_low,Urban_low,Urban,,2005,0.00,0.00,0.00,0.00,0.00,0.00,0.00,39.94,60.06,13170000,,,,,,,54.996,3.919,1.437,83.888,9.278,422.342,,,0.00,0.92,0.00,1.151,2.918,,999.364,1192.723,967.241,,,,113.460,93.656,273.267,,531.826,36.503,68.815,21.049,24.079,62.110,59.104,65.983,2.586,,3.723,0.130,1.419,0.207,2.854,3.720,47.39,46.26,6.35,1432.822,16.377,50.750,1.238,142.104,5.842,,,,
01115114,T01115114,RI_Rush,NESQA,"RUSH BROOK NEAR ELMDALE RD NEAR NORTH SCITUATE, RI",12.037,0.07,1.96,3.93,7.08,0.00,63.22,0.35,0.61,0.07,1.56,0.00,4.44,16.66,0.04,0.00,12034941.39,73.14,3.05,3.06,3.06,0.09,0.00,3.50,0.06,0.09,0.00,5.21,0.00,0.00,79.92,0.00,0.00,0.00,4.88,5.06,0.00,0.00,1.20,12031200,3.59,8.95,8.95,88.87,0.00,4.88,93.75,6.25,Urban_low,Urban_low,Urban,,2005,0.00,0.00,0.00,0.00,0.00,0.00,0.00,72.21,27.79,12020000,,,,,,,55.981,3.929,1.842,99.200,9.382,422.800,,,0.00,0.78,0.00,1.153,2.890,,2124.962,2974.913,2056.661,,,,241.251,233.598,581.053,,883.582,87.722,70.742,33.153,38.579,84.474,85.098,91.664,10.117,,2.389,0.134,1.394,0.208,3.919,3.211,47.38,46.23,6.39,1447.516,17.533,57.612,2.845,161.718,4.098,,,,
01117800,T01117800,RI_Wood,NESQA,"WOOD RIVER NEAR ARCADIA, RI",24.950,0.00,0.01,0.53,6.18,0.00,50.65,21.32,9.80,0.03,0.82,0.06,0.91,8.50,0.23,0.96,24941027.86,81.44,0.50,0.50,0.50,0.00,0.00,0.00,0.07,1.14,0.00,0.00,0.00,0.00,0.00,0.06,0.00,0.00,1.01,96.24,0.00,0.92,0.55,24919200,0.00,1.21,1.21,1.21,0.06,1.07,2.28,97.72,Undeveloped,Undeveloped,Undeveloped,,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00,24940000,,0.000,31.641,26.203,0.000,2.000,63.786,3.130,0.605,25.771,9.406,472.800,,,0.00,0.92,0.00,0.871,3.134,,1756.641,1063.340,682.902,,,,199.433,83.497,156.880,,453.757,17.628,67.426,4.512,1.581,8.444,12.045,4.222,2.447,,4.332,0.105,1.409,0.201,2.358,7.604,56.58,39.00,4.42,1654.551,23.901,55.345,0.000,84.367,6.674,,,,
01121000,T01121000,CT_Hope,NESQA,"MOUNT HOPE RIVER NEAR WARRENVILLE, CT",36.087,0.03,0.16,1.30,5.86,0.13,53.24,0.70,14.92,0.04,1.14,0.36,5.37,14.88,0.81,1.05,36098524.56,75.37,0.78,0.79,0.80,0.25,0.00,2.68,0.03,0.20,0.00,1.77,0.00,0.00,49.55,0.38,0.99,0.00,5.56,32.85,0.00,1.07,4.68,36086400,2.93,4.93,4.93,54.48,0.38,6.92,61.40,38.60,Urban_low,Urban_low,Urban,,2005,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.88,97.12,36130000,,0.000,26.525,17.637,0.000,2.000,48.953,4.000,2.317,38.058,8.809,358.600,,,0.38,0.35,0.00,2.365,2.647,,5972.889,1153.489,10764.449,,,,496.597,78.779,2245.989,,760.457,78.183,57.895,19.233,20.833,42.472,46.309,47.080,3.155,,3.740,0.126,1.400,0.209,3.109,4.434,48.78,45.22,6.01,1415.050,25.399,54.866,0.895,170.500,6.892,,,,
01121330,T01121330,CT_Fenton,NESQA,"FENTON RIVER AT MANSFIELD, CT",19.304,0.02,0.17,1.42,7.93,0.19,64.30,1.38,11.18,0.09,1.19,0.00,2.83,8.64,0.41,0.25,19304683.14,76.58,0.89,0.90,0.90,0.60,0.00,2.00,0.09,0.00,0.00,4.03,0.00,0.00,78.47,0.00,0.35,0.07,3.02,7.19,0.00,0.28,3.88,19281600,2.60,6.72,6.72,85.19,0.00,3.38,88.57,11.35,Urban_low,Urban_low,Urban,,2003,0.73,0.00,0.00,1.97,0.00,0.00,0.00,76.31,20.99,19250000,,,,,,,51.514,4.000,2.209,51.690,9.066,358.600,,,0.38,0.34,0.00,2.018,2.547,,4327.421,1130.519,3602.972,,,,359.793,77.214,747.959,,724.112,61.383,60.468,32.808,37.568,78.024,81.329,87.144,7.804,,3.914,0.126,1.407,0.207,2.990,4.361,48.37,45.60,6.04,1407.333,36.129,53.729,0.004,176.537,7.998,,,,
01123000,T01123000,CT_Lhanover,NESQA,"LITTLE RIVER NEAR HANOVER, CT",17.456,0.00,0.03,0.89,4.39,0.23,58.32,0.62,11.37,0.07,1.30,0.47,10.70,11.02,0.08,0.51,17451699.95,70.12,0.52,0.52,0.52,0.02,0.00,0.43,0.39,0.00,0.00,1.59,0.00,0.00,45.50,0.47,1.05,0.16,11.14,34.73,1.30,0.54,2.68,17478000,0.45,2.43,2.43,47.93,0.47,12.67,60.60,39.24,Urban_low,Urban_low,Urban,,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00,17400000,,,,,,,51.040,4.098,2.070,40.740,9.096,359.704,,,0.47,0.26,0.00,2.053,2.641,,5102.915,401.207,9969.039,,,,424.265,27.401,2080.726,,1150.546,145.075,65.431,17.721,23.575,42.401,50.627,62.692,4.471,,3.535,0.124,1.388,0.212,3.281,4.870,50.07,44.07,5.87,1549.335,29.358,56.512,0.000,129.570,6.871,,,,
01154000,T01154000,VT_Saxtons,NESQA,"SAXTONS RIVER AT SAXTONS RIVER, VT",25.766,0.03,0.75,1.99,4.44,0.00,32.22,30.96,13.09,0.36,0.68,0.45,12.15,2.76,0.04,0.07,25759976.24,69.63,1.40,1.41,1.41,0.84,0.00,0.00,1.06,0.00,0.00,2.11,0.00,0.00,1.49,0.41,0.11,0.00,12.15,81.59,0.00,0.06,0.18,25772400,0.84,4.01,4.01,5.50,0.41,12.67,18.17,81.83,Undeveloped,Undeveloped,Undeveloped,,1935,4.96,0.00,0.00,0.00,0.00,0.00,0.00,0.00,95.04,25810000,,,,,,,44.755,3.000,2.000,30.862,8.059,548.300,,,0.00,0.86,0.00,2.401,2.924,,6265.453,375.666,9703.507,567.967,1,,580.073,54.641,1861.524,132.191,926.723,96.881,41.209,14.792,17.079,35.628,34.114,37.017,2.959,,4.628,0.120,1.396,0.244,2.503,2.298,33.15,56.93,9.92,994.286,260.314,44.200,0.146,246.865,17.707,,,,
01154950,T01154950,NH_Cold,NESQA,"COLD RIVER AT HIGH STREET, AT ALSTEAD, NH",27.850,0.02,0.22,1.35,4.77,0.21,34.14,25.94,22.23,0.21,0.63,0.26,8.25,1.23,0.39,0.15,27851444.41,73.71,0.83,0.83,0.84,0.10,0.00,0.00,1.58,0.00,0.00,0.00,0.00,0.00,0.00,0.28,0.36,0.00,8.85,88.51,0.00,0.12,0.19,27856800,0.10,1.68,1.68,1.68,0.28,9.50,11.18,88.82,Undeveloped,Undeveloped,Undeveloped,,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00,27960000,,0.000,3.189,1.993,0.000,1.000,45.000,2.354,1.836,32.964,8.483,503.400,,,0.50,0.37,0.00,1.623,2.596,,3363.320,847.582,8351.337,,,,419.421,60.335,1682.085,,710.702,77.624,50.314,8.101,8.355,16.548,18.358,17.555,3.937,,3.972,0.128,1.475,0.237,0.426,2.712,37.55,55.42,7.03,884.346,127.774,50.427,0.000,294.007,17.017,,,,
01170100,T01170100,MA_Green.WQ,NESQA,"GREEN RIVER NEAR COLRAIN, MA",17.227,0.00,0.01,0.29,3.27,0.00,49.62,24.59,14.94,0.07,0.24,0.10,4.81,1.59,0.43,0.04,17230313.90,79.59,0.24,0.24,0.24,0.00,0.00,0.00,0.29,0.00,0.00,0.00,0.00,0.00,0.00,0.06,0.10,0.00,4.94,94.14,0.00,0.04,0.42,17215200,0.00,0.29,0.29,0.29,0.06,5.10,5.40,94.60,Undeveloped,Undeveloped,Undeveloped,,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00,17270000,,,,,,,46.840,2.028,1.024,21.357,8.167,659.934,,,0.25,0.54,0.00,1.865,3.052,,4156.196,139.789,2359.103,,,,372.694,13.792,474.922,,691.531,50.002,44.634,4.015,4.786,7.554,8.921,9.665,1.857,,5.319,0.139,1.304,0.190,1.048,3.894,38.77,55.52,5.71,1103.813,79.267,35.440,0.718,272.254,17.616,,,,
01174565,T01174565,MA_WBSwift,NESQA,"WEST BRANCH SWIFT RIVER NEAR SHUTESBURY, MA",17.238,0.00,0.03,0.31,4.47,0.00,35.51,38.08,17.85,0.00,0.27,0.00,0.75,2.64,0.06,0.04,17238413.39,86.32,0.27,0.27,0.27,0.04,0.00,1.46,0.46,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.75,96.95,0.00,0.06,0.25,17236800,1.50,1.96,1.96,1.96,0.00,0.77,2.74,97.26,Undeveloped,Undeveloped,Undeveloped,,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00,17270000,,,,,,,47.814,3.372,0.000,43.149,9.339,274.821,,,0.26,0.68,0.00,1.498,2.730,,988.806,201.167,347.025,,,,88.033,15.153,73.065,,362.146,10.224,61.087,2.705,3.434,6.099,6.903,7.971,5.728,,3.280,0.112,1.414,0.197,1.453,5.504,55.71,39.30,4.99,1254.825,42.544,54.945,-9999.000,270.431,13.150,,,,
01187300,T01187300,CT_Hubbard,NESQA,"HUBBARD RIVER NEAR WEST HARTLAND, CT",22.172,0.00,0.00,0.26,2.72,0.00,65.57,7.82,17.06,0.04,0.55,0.08,1.19,4.61,0.03,0.06,22172802.36,83.57,0.19,0.19,0.19,0.00,0.00,0.26,0.32,0.00,0.00,0.00,0.00,0.00,0.00,0.06,0.00,0.00,1.10,97.04,0.00,0.06,1.14,22168800,0.26,0.58,0.58,0.58,0.06,1.17,1.75,98.25,Undeveloped,Undeveloped,Undeveloped,,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00,22150000,,,,,,,45.727,3.000,2.198,52.226,9.269,356.200,,,0.20,0.76,0.00,1.203,2.698,,1559.053,724.389,666.120,,,,137.652,54.526,136.066,,402.848,14.805,63.722,1.725,2.958,4.532,5.416,7.258,2.722,,4.455,0.128,1.393,0.212,1.921,3.533,44.32,49.66,6.02,1461.108,68.324,43.200,0.000,356.741,10.479,,,,
01189000,T01189000,CT_Pequabuck,NESQA,"PEQUABUCK R AT FORESTVILLE, CT.",31.117,5.65,27.19,25.85,21.08,0.17,14.53,1.22,0.32,0.01,0.20,0.00,0.57,2.83,0.07,0.30,31120038.37,39.71,31.72,32.15,32.81,11.17,3.03,4.23,0.14,2.51,34.61,24.06,0.00,19.04,0.00,0.00,0.00,0.08,0.42,0.00,0.00,0.29,0.42,31132800,18.43,98.80,79.75,98.80,0.00,0.42,99.21,0.71,Urban_high,Urban_high,Urban,,1937,83.71,9.80,0.77,2.57,0.00,0.00,0.00,0.00,3.15,31120000,,0.000,9.315,9.315,0.000,2.000,52.706,2.424,0.152,28.500,9.188,356.282,,,0.07,0.68,0.00,1.363,2.763,,1480.247,23880.150,311.023,124513.553,1,1,123.071,1630.878,69.145,17166.111,1101.318,58.588,45.643,594.402,620.395,1323.466,1310.852,1341.242,10.248,,4.080,0.124,1.399,0.244,2.761,6.436,48.17,45.32,6.51,1491.403,75.725,52.356,9.225,107.236,6.691,6,6,,20.660
01192500,T01192500,CT_Hockanum,NESQA,"HOCKANUM RIVER NEAR EAST HARTFORD, CT",21.093,6.59,25.38,23.45,18.66,0.71,13.39,0.54,0.19,1.10,0.89,0.79,1.68,4.67,1.79,0.18,21100969.92,35.27,29.66,30.57,31.60,14.53,4.20,12.75,0.55,2.99,23.66,15.11,0.05,13.97,5.33,0.84,0.00,0.80,1.38,1.60,0.00,0.17,2.07,21085200,31.48,87.76,73.79,93.14,0.84,2.22,95.36,3.84,Urban_high,Urban_high,Urban,0.008,1944,48.20,13.73,2.70,20.12,0.00,0.00,0.00,0.00,15.25,21120000,,0.000,24.561,24.561,0.000,1.000,51.717,4.972,1.194,63.398,10.003,388.400,,,0.14,0.48,0.02,1.116,2.498,,4335.545,14758.151,910.966,94782.790,1,1,360.467,1007.898,202.522,1126.191,1198.240,74.475,47.616,430.286,469.122,867.317,958.386,1051.604,13.309,,3.355,0.107,1.456,0.230,2.322,8.581,50.83,43.27,5.90,1403.079,63.980,47.377,7.308,44.651,4.808,6,5,,20.000
01193500,T01193500,CT_SalmonHam,NESQA,"SALMON RIVER NEAR EAST HAMPTON, CT",31.392,0.02,0.34,1.34,5.52,0.42,62.34,5.11,6.85,0.29,2.35,0.78,7.31,5.27,1.40,0.66,31391821.24,71.15,0.79,0.83,0.94,0.33,0.00,0.01,0.09,0.13,0.00,3.87,0.00,0.00,42.27,0.80,0.99,0.13,7.39,41.99,0.00,0.64,1.36,31424400,0.34,4.43,4.43,46.71,0.80,9.18,55.88,43.99,Urban_low,Urban_low,Urban,,1985,1.24,0.00,0.00,0.00,0.00,2.86,0.00,3.24,92.66,31450000,,0.000,23.065,23.065,0.000,1.000,52.228,4.000,2.311,27.806,8.646,388.400,,,0.22,0.63,0.00,1.420,2.671,,15876.507,1406.737,10726.638,,,,1320.010,96.074,2268.923,,1159.386,117.385,91.799,26.549,31.614,57.632,69.416,78.107,3.215,,3.653,0.130,1.406,0.207,3.191,3.698,47.24,46.50,6.26,1478.402,94.778,54.330,0.317,123.106,9.903,,,,
01194000,T01194000,CT_Eightmile,NESQA,"EIGHTMILE RIVER AT NORTH PLAIN, CT",21.009,0.00,0.00,0.29,5.34,0.06,77.45,2.35,4.57,0.47,0.38,0.00,4.26,4.38,0.25,0.19,21013675.42,80.76,0.27,0.27,0.27,0.00,0.00,0.26,0.81,0.19,0.00,0.09,0.00,0.00,2.45,0.00,0.41,0.00,4.36,74.74,15.14,0.22,1.34,20995200,0.26,1.34,1.34,3.79,0.00,4.77,8.56,91.44,Undeveloped,Undeveloped,Undeveloped,0.319,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00,20940000,,,,,,,49.000,3.943,2.144,30.878,8.769,388.400,,,0.15,0.79,0.00,1.515,2.820,,2653.293,693.368,3297.836,,,,220.602,47.355,715.773,,598.220,46.824,63.482,7.374,8.713,16.128,18.139,19.352,3.927,,4.617,0.123,1.407,0.206,2.854,5.024,49.08,44.97,5.95,1579.453,48.488,48.752,0.000,106.646,9.026,,,,
